br.com.verga.vmobile.ser;SER EDUCACIONAL;3.1;2995;100000;2019-10-23
br.com.grupoboticario.boticariorepresentante;BOTICARIO CONSULTORA;2.8;11318;1000000;2020-08-04
br.com.grupofleury.fleury;FLEURY;3.9;26;10000;2020-06-26
br.com.sulamerica.sam.saude;SULAMERICA SAUDE;4.2;49688;1000000;2020-08-03
br.com.gndi.beneficiario.gndieasy;NOTREDAME INTERMEDICA;4.1;34006;1000000;2020-08-05
br.com.bradseg.segurobradescosaude;BRADESCO SAUDE;2.2;8610;1000000;2020-07-09
com.app99.driver;99 DRIVER;3.8;100873;10000000;2020-08-04
br.com.buscape.MainPack;BUSCAPE;4.4;128534;10000000;2020-08-05
com.cabify.driver;CABIFY DRIVER;4.1;44873;1000000;2020-08-03
br.com.carrefour;CARREFOUR;3.0;24659;1000000;2020-06-05
br.com.cea.appb2c;CEA;3.9;26260;5000000;2020-07-17
br.com.sbf.centauro;CENTAURO;4.0;76622;5000000;2020-07-24
com.cvc.minhacvc;CVC;2.6;5694;1000000;2020-07-16
com.gm.decolar;DECOLAR;4.2;166944;10000000;2020-07-28
com.ebay.mobile;EBAY;4.7;3364221;100000000;2020-07-29
br.com.elo7.appbuyer;ELO7;4.5;52815;1000000;2020-08-04
br.com.enjoei.app;ENJOEI;4.2;104722;5000000;2020-07-23
com.farfetch.farfetchshop;FARFETCH;3.8;3861;1000000;2020-07-31
br.com.fastshop.ecommerce.beta;FAST SHOP;4.2;5579;1000000;2020-07-16
br.com.kplay.evgrupohinode;HINODE CONSULTORA;4.2;43;100000;2020-07-23
br.com.leroymerlin;LEROY MERLIN;4.2;2308;500000;2020-01-29
br.com.lojasrenner;LOJAS RENNER;4.6;90044;10000000;2020-07-24
com.mobly;MOBLY;2.7;8151;1000000;2020-08-03
net.natura.semprepresente;NATURA;4.5;87992;5000000;2020-08-03
net.natura.cn;NATURA CONSULTORA;4.4;161480;1000000;2020-07-30
br.com.netshoes.app;NETSHOES;3.9;301871;10000000;2020-08-03
com.schibsted.bomnegocio.androidApp;OLX;4.4;1362303;50000000;2020-08-05
br.com.riachuelo.app;RIACHUELO;2.8;4321;1000000;2020-08-05
br.com.ricardoeletro;RICARDO ELETRO;2.3;807;500000;2020-06-15
br.com.arezzo.schutz;SCHUTZ;4.7;475;100000;2020-07-17
com.cvc.subviagens;SUBMARINO VIAGENS;3.2;813;100000;2020-07-22
com.conductor.tokstok.card;TOKPAY;2.8;116;10000;2020-07-22
com.ubercab.driver;UBER DRIVER;4.1;2020223;50000000;2020-08-03
unimedbh.UnimedBH;UNIMED BH;4.6;4804;100000;2020-07-25
br.coop.unimed.cliente;UNIMED COOP;2.3;2471;500000;2020-07-29
br.com.UnimedRio.Associado;UNIMED RIO;3.1;1220;100000;2020-01-10
tellerina.com.br.vivara;VIVARA;3.0;658;100000;2020-01-13
com.contextlogic.wish;WISH;4.3;10036099;100000000;2020-08-06
com.inditex.zara;ZARA;4.0;158501;10000000;2020-08-05
br.com.zattini;ZATTINI;3.6;43346;5000000;2020-08-03
com.zoom.zoomandroid;ZOOM;4.4;128324;10000000;2020-08-05
br.com.intermedium;INTER;4.5;361477;10000000;2020-07-27
com.nu.production;NUBANK;4.5;412711;10000000;2020-08-03
br.com.neon;NEON;4.4;190396;10000000;2020-07-30
br.com.bradesco.next;NEXT;4.3;161407;5000000;2020-07-18
br.com.uol.ps.myaccount;PAGSEGURO;4.7;722484;10000000;2020-08-04
br.com.bancopan.cartoes;PAN;3.5;52556;1000000;2020-07-14
br.com.original.bank;ORIGINAL;3.7;77354;5000000;2020-08-03
com.bs2.mobilebanking.hub.conta.digital;BS2;4.6;17414;1000000;2020-07-25
goova.sofisa.client.v2;SOFISA;4.3;9356;500000;2020-06-09
com.c6bank.app;C6 BANK;4.2;67595;1000000;2020-08-06
com.mercadolibre;MERCADO LIVRE;4.8;9300344;100000000;2020-08-06
com.amazon.mShop.android.shopping;AMAZON SHOPPING;4.1;1461683;100000000;2020-07-27
com.amazon.avod.thirdpartyclient;AMAZON PRIME;4.4;1899636;100000000;2020-08-03
br.com.bb.android;BANCO DO BRASIL;4.6;2502805;50000000;2020-08-06
com.itau;ITAU;4.4;1487718;10000000;2020-07-29
com.santander.app;SANTANDER;4.3;1332350;10000000;2020-08-03
com.bradesco;BRADESCO;4.4;1616255;50000000;2020-07-21
br.com.gabba.Caixa;CAIXA ECONOMICA FEDERAL;4.2;1667677;50000000;2020-06-25
com.b2w.americanas;AMERICANAS;4.2;418645;50000000;2020-08-02
com.b2w.submarino;SUBMARINO;4.0;91234;10000000;2020-08-04
com.b2w.shoptime;SHOPTIME;4.4;102207;10000000;2020-08-04
com.luizalabs.mlapp;MAGAZINE LUIZA;4.3;418857;50000000;2020-07-23
com.novapontocom.casasbahia;CASAS BAHIA;3.7;135409;10000000;2020-08-03
com.br.GeraTech.Genial;GENIAL;4.5;1194;50000;2020-07-16
com.sonyericsson.pontofrio;PONTO FRIO;3.8;32311;5000000;2020-08-03
com.novapontocom.extra;EXTRA;2.8;26783;1000000;2018-07-16
com.portal.android;STONE;3.9;1354;100000;2020-08-04
br.com.agipag.app;AGIBANK;3.2;22588;1000000;2020-08-04
br.com.meupag;MEU PAG!;3.8;98085;5000000;2020-07-29
com.mercadopago.wallet;MERCADO PAGO;4.5;1215691;10000000;2020-08-05
com.btg.pactual.digital.mobile;BTG PACTUAL;4.4;13700;1000000;2020-08-04
com.picpay;PICPAY;3.3;248284;10000000;2020-08-01
br.com.digio;DIGIO;4.4;352737;5000000;2020-07-27
br.com.cielo.hyaku;CIELO;2.4;1213;100000;2020-06-16
br.com.rico.mobile;RICO;4.7;108177;1000000;2020-08-05
com.b2winc.amedigital;AME DIGITAL;4.3;134442;5000000;2020-07-30
com.itau.iti;ITI;3.7;10331;1000000;2020-07-28
com.recarga.recarga;RECARGAPAY;4.1;469495;10000000;2020-07-31
com.itaucard.activity;ITAUCARD;4.3;429807;10000000;2020-07-28
br.com.santander.way;SANTANDER WAY;4.5;983753;10000000;2020-08-02
br.com.bradesco.cartoes;BRADESCO CARTOES;3.9;159676;10000000;2020-06-25
com.bs2.banco.conta.digital.flamengo;BS2 FLAMENGO;4.7;14174;100000;2020-06-25
br.com.xp.carteira;XP INVESTIMENTOS;4.6;115319;1000000;2020-08-06
br.com.orama.mobile;ORAMA;4.6;760;100000;2020-08-01
br.com.easynvest.rendafixa;EASYNVEST;3.8;23821;1000000;2020-08-04
br.com.clear.droid;CLEAR;2.7;16406;1000000;2019-11-23
br.com.invistacompi.app;PI INVESTIMENTOS;2.7;482;50000;2020-07-08
com.airbnb.android;AIRBNB;4.6;975106;50000000;2020-08-05
com.alibaba.aliexpresshd;ALIEXPRESS;4.5;10015390;100000000;2020-08-06
amaro.amaroandroid;AMARO;4.6;7040;1000000;2020-07-13
br.com.arezzo;AREZZO;4.7;1945;100000;2020-07-01
com.gmail.fernandolabrada.avon;AVON;1.9;250;100000;2019-07-18
br.com.avon.mobile_commerce;AVON CONSULTORA;4.7;64393;1000000;2020-07-29
br.com.belezanaweb.android;BELEZA NA WEB;4.6;11689;1000000;2020-07-07
com.booking;BOOKING;4.7;2691974;100000000;2020-08-05
br.com.amil.beneficiarios;AMIL;4.1;116551;1000000;2020-07-31
com.unimed.guiamdico;UNIMED;2.6;10157;1000000;2019-10-16
br.com.hapvida.hapvida;HAPVIDA;3.7;4682;1000000;2020-06-12
com.boticario.mobile;BOTICARIO;4.5;16462;1000000;2020-07-07
br.com.hermespardini.app;HERMES PARDINI;3.3;565;100000;2020-07-29
com.localiza.mobile;LOCALIZA;4.5;8303;1000000;2020-07-23
br.com.unidas.apprac.android;UNIDAS;2.9;618;100000;2020-07-26
com.goodtravelsoftware.sharecar.toyotabrazil;TOYOTA MOBILITY SERVICES;2.1;141;50000;2020-08-04
br.com.moobie.android;MOOBIE;4.2;5537;500000;2020-07-23
com.cabify.rider;CABIFY;4.0;144917;10000000;2020-08-05
com.taxis99;99;4.6;1538443;50000000;2020-08-04
com.ubercab;UBER;3.9;7064173;500000000;2020-08-03
com.rentcars.rentcarscom;RENTCARS;4.3;3734;1000000;2020-07-30
br.com.appfactory.movida;MOVIDA;3.5;2609;500000;2020-08-07
br.unip.secretariaonlineunip;UNIP;3.7;3722;500000;2019-06-11
br.uninovemobile;UNINOVE;3.7;7249;500000;2020-01-15
br.estacio.estaciomobile;ESTACIO;4.3;3782;100000;2020-08-05
com.aba.wesleycampos.mediakroton;KROTON;4.2;103;10000;2017-02-18
br.com.ulife;ANIMA;2.9;218;10000;2019-10-22
br.com.verga.vmobile.nre;AFYA;2.0;56;5000;2020-05-27
br.com.verga.vmobile.ser;SER EDUCACIONAL;3.1;2997;100000;2019-10-23
br.com.grupoboticario.boticariorepresentante;BOTICARIO CONSULTORA;2.8;11342;1000000;2020-08-04
br.com.grupofleury.fleury;FLEURY;3.9;26;10000;2020-06-26
br.com.sulamerica.sam.saude;SULAMERICA SAUDE;4.2;49731;1000000;2020-08-03
br.com.gndi.beneficiario.gndieasy;NOTREDAME INTERMEDICA;4.1;34143;1000000;2020-08-05
br.com.bradseg.segurobradescosaude;BRADESCO SAUDE;2.2;8622;1000000;2020-07-09
com.app99.driver;99 DRIVER;3.8;100980;10000000;2020-08-04
br.com.buscape.MainPack;BUSCAPE;4.4;128545;10000000;2020-08-05
com.cabify.driver;CABIFY DRIVER;4.1;44932;1000000;2020-08-03
br.com.carrefour;CARREFOUR;3.0;24693;1000000;2020-06-05
br.com.cea.appb2c;CEA;3.9;26358;5000000;2020-07-17
br.com.sbf.centauro;CENTAURO;4.1;76789;5000000;2020-07-24
com.cvc.minhacvc;CVC;2.6;5695;1000000;2020-08-07
com.gm.decolar;DECOLAR;4.2;166950;10000000;2020-08-06
com.ebay.mobile;EBAY;4.7;3365914;100000000;2020-07-29
br.com.elo7.appbuyer;ELO7;4.5;52903;1000000;2020-08-04
br.com.enjoei.app;ENJOEI;4.2;104823;5000000;2020-08-06
com.farfetch.farfetchshop;FARFETCH;3.7;3861;1000000;2020-07-31
br.com.fastshop.ecommerce.beta;FAST SHOP;4.2;5591;1000000;2020-08-06
br.com.kplay.evgrupohinode;HINODE CONSULTORA;4.3;45;100000;2020-07-23
br.com.leroymerlin;LEROY MERLIN;4.1;2323;500000;2020-01-29
br.com.lojasrenner;LOJAS RENNER;4.6;90279;10000000;2020-07-24
com.mobly;MOBLY;2.7;8157;1000000;2020-08-03
net.natura.semprepresente;NATURA;4.5;88107;5000000;2020-08-03
net.natura.cn;NATURA CONSULTORA;4.4;161677;1000000;2020-07-30
br.com.netshoes.app;NETSHOES;3.9;302105;10000000;2020-08-03
com.schibsted.bomnegocio.androidApp;OLX;4.4;1362830;50000000;2020-08-06
br.com.riachuelo.app;RIACHUELO;3.2;4455;1000000;2020-08-05
br.com.ricardoeletro;RICARDO ELETRO;2.3;810;500000;2020-06-15
br.com.arezzo.schutz;SCHUTZ;4.7;476;100000;2020-07-17
com.cvc.subviagens;SUBMARINO VIAGENS;3.1;816;100000;2020-07-22
com.conductor.tokstok.card;TOKPAY;2.8;116;10000;2020-07-22
com.ubercab.driver;UBER DRIVER;4.0;2020893;50000000;2020-08-03
unimedbh.UnimedBH;UNIMED BH;4.6;4846;100000;2020-07-25
br.coop.unimed.cliente;UNIMED COOP;2.3;2481;500000;2020-07-29
br.com.UnimedRio.Associado;UNIMED RIO;3.2;1220;100000;2020-01-10
tellerina.com.br.vivara;VIVARA;3.0;658;100000;2020-01-13
com.contextlogic.wish;WISH;4.3;10039975;100000000;2020-08-06
com.inditex.zara;ZARA;4.0;158620;10000000;2020-08-06
br.com.zattini;ZATTINI;3.6;43400;5000000;2020-08-03
com.zoom.zoomandroid;ZOOM;4.4;128388;10000000;2020-08-05
br.com.intermedium;INTER;4.5;362377;10000000;2020-07-27
com.nu.production;NUBANK;4.5;413316;10000000;2020-08-03
br.com.neon;NEON;4.4;190910;10000000;2020-07-30
br.com.bradesco.next;NEXT;4.3;161809;5000000;2020-07-18
br.com.uol.ps.myaccount;PAGSEGURO;4.7;724338;10000000;2020-08-07
br.com.bancopan.cartoes;PAN;3.5;52701;1000000;2020-07-14
br.com.original.bank;ORIGINAL;3.8;77455;5000000;2020-08-03
com.bs2.mobilebanking.hub.conta.digital;BS2;4.6;17520;1000000;2020-08-07
goova.sofisa.client.v2;SOFISA;4.3;9376;500000;2020-06-09
com.c6bank.app;C6 BANK;4.2;67988;1000000;2020-08-06
com.mercadolibre;MERCADO LIVRE;4.8;9311695;100000000;2020-08-07
com.amazon.mShop.android.shopping;AMAZON SHOPPING;4.1;1462748;100000000;2020-07-27
com.amazon.avod.thirdpartyclient;AMAZON PRIME;4.4;1902892;100000000;2020-08-03
br.com.bb.android;BANCO DO BRASIL;4.6;2505392;50000000;2020-08-06
com.itau;ITAU;4.4;1488646;10000000;2020-07-29
com.santander.app;SANTANDER;4.3;1333878;10000000;2020-08-03
com.bradesco;BRADESCO;4.4;1618657;50000000;2020-07-21
br.com.gabba.Caixa;CAIXA ECONOMICA FEDERAL;4.2;1672808;50000000;2020-06-25
com.b2w.americanas;AMERICANAS;4.2;419073;50000000;2020-08-02
com.b2w.submarino;SUBMARINO;4.0;91283;10000000;2020-08-04
com.b2w.shoptime;SHOPTIME;4.4;102278;10000000;2020-08-04
com.luizalabs.mlapp;MAGAZINE LUIZA;4.3;419524;50000000;2020-07-23
com.novapontocom.casasbahia;CASAS BAHIA;3.8;135763;10000000;2020-08-07
com.br.GeraTech.Genial;GENIAL;4.5;1194;50000;2020-07-16
com.sonyericsson.pontofrio;PONTO FRIO;3.8;32378;5000000;2020-08-07
com.novapontocom.extra;EXTRA;2.8;26791;1000000;2018-07-16
com.portal.android;STONE;3.9;1354;100000;2020-08-04
br.com.agipag.app;AGIBANK;3.2;22595;1000000;2020-08-04
br.com.meupag;MEU PAG!;3.8;98143;5000000;2020-07-29
com.mercadopago.wallet;MERCADO PAGO;4.5;1221800;10000000;2020-08-07
com.btg.pactual.digital.mobile;BTG PACTUAL;4.4;13726;1000000;2020-08-04
com.picpay;PICPAY;3.4;249797;10000000;2020-08-01
br.com.digio;DIGIO;4.4;353061;5000000;2020-07-27
br.com.cielo.hyaku;CIELO;2.5;1217;100000;2020-06-16
br.com.rico.mobile;RICO;4.7;108399;1000000;2020-08-05
com.b2winc.amedigital;AME DIGITAL;4.3;134787;5000000;2020-07-30
com.itau.iti;ITI;3.7;10365;1000000;2020-07-28
com.recarga.recarga;RECARGAPAY;4.1;469619;10000000;2020-08-08
com.itaucard.activity;ITAUCARD;4.3;430085;10000000;2020-07-28
br.com.santander.way;SANTANDER WAY;4.5;984593;10000000;2020-08-02
br.com.bradesco.cartoes;BRADESCO CARTOES;3.9;159860;10000000;2020-06-25
com.bs2.banco.conta.digital.flamengo;BS2 FLAMENGO;4.7;14175;100000;2020-06-25
br.com.xp.carteira;XP INVESTIMENTOS;4.7;115587;1000000;2020-08-08
br.com.orama.mobile;ORAMA;4.6;766;100000;2020-08-01
br.com.easynvest.rendafixa;EASYNVEST;3.9;23853;1000000;2020-08-04
br.com.clear.droid;CLEAR;2.7;16442;1000000;2019-11-23
br.com.invistacompi.app;PI INVESTIMENTOS;2.6;482;50000;2020-07-08
com.airbnb.android;AIRBNB;4.6;975613;50000000;2020-08-05
com.alibaba.aliexpresshd;ALIEXPRESS;4.5;10020130;100000000;2020-08-07
amaro.amaroandroid;AMARO;4.6;7047;1000000;2020-07-13
br.com.arezzo;AREZZO;4.7;1966;100000;2020-07-01
com.gmail.fernandolabrada.avon;AVON;1.9;252;100000;2019-07-18
br.com.avon.mobile_commerce;AVON CONSULTORA;4.7;64666;1000000;2020-07-29
br.com.belezanaweb.android;BELEZA NA WEB;4.6;11700;1000000;2020-07-07
com.booking;BOOKING;4.7;2693676;100000000;2020-08-05
br.com.amil.beneficiarios;AMIL;4.1;116579;1000000;2020-07-31
com.unimed.guiamdico;UNIMED;2.6;10159;1000000;2019-10-16
br.com.hapvida.hapvida;HAPVIDA;3.7;4684;1000000;2020-06-12
com.boticario.mobile;BOTICARIO;4.5;16506;1000000;2020-07-07
br.com.hermespardini.app;HERMES PARDINI;3.3;565;100000;2020-07-29
com.localiza.mobile;LOCALIZA;4.5;8333;1000000;2020-07-23
br.com.unidas.apprac.android;UNIDAS;2.8;618;100000;2020-07-26
com.goodtravelsoftware.sharecar.toyotabrazil;TOYOTA MOBILITY SERVICES;2.1;141;50000;2020-08-04
br.com.moobie.android;MOOBIE;4.2;5540;500000;2020-07-23
com.cabify.rider;CABIFY;4.0;145013;10000000;2020-08-05
com.taxis99;99;4.6;1539994;50000000;2020-08-04
com.ubercab;UBER;3.9;7065292;500000000;2020-08-03
com.rentcars.rentcarscom;RENTCARS;4.3;3739;1000000;2020-08-07
br.com.appfactory.movida;MOVIDA;3.5;2614;500000;2020-08-07
br.unip.secretariaonlineunip;UNIP;3.7;3724;500000;2019-06-11
br.uninovemobile;UNINOVE;3.7;7250;500000;2020-01-15
br.estacio.estaciomobile;ESTACIO;4.3;3797;100000;2020-08-05
com.aba.wesleycampos.mediakroton;KROTON;4.2;103;10000;2017-02-18
br.com.ulife;ANIMA;2.9;218;10000;2019-10-22
br.com.verga.vmobile.nre;AFYA;2.0;56;5000;2020-05-27
br.com.verga.vmobile.ser;SER EDUCACIONAL;3.1;2997;100000;2019-10-23
br.com.grupoboticario.boticariorepresentante;BOTICARIO CONSULTORA;2.8;11355;1000000;2020-08-04
br.com.grupofleury.fleury;FLEURY;3.9;26;10000;2020-06-26
br.com.sulamerica.sam.saude;SULAMERICA SAUDE;4.2;49763;1000000;2020-08-03
br.com.gndi.beneficiario.gndieasy;NOTREDAME INTERMEDICA;4.1;34289;1000000;2020-08-05
br.com.bradseg.segurobradescosaude;BRADESCO SAUDE;2.2;8632;1000000;2020-07-09
com.app99.driver;99 DRIVER;3.8;101342;10000000;2020-08-07
br.com.buscape.MainPack;BUSCAPE;4.4;128561;10000000;2020-08-05
com.cabify.driver;CABIFY DRIVER;4.1;44975;1000000;2020-08-03
br.com.carrefour;CARREFOUR;2.9;24715;1000000;2020-06-05
br.com.cea.appb2c;CEA;3.9;26436;5000000;2020-08-07
br.com.sbf.centauro;CENTAURO;4.0;76980;5000000;2020-07-24
com.cvc.minhacvc;CVC;2.6;5699;1000000;2020-08-07
com.gm.decolar;DECOLAR;4.2;166959;10000000;2020-08-06
com.ebay.mobile;EBAY;4.7;3367751;100000000;2020-07-29
br.com.elo7.appbuyer;ELO7;4.5;52978;1000000;2020-08-04
br.com.enjoei.app;ENJOEI;4.2;104912;5000000;2020-08-06
com.farfetch.farfetchshop;FARFETCH;3.7;3863;1000000;2020-07-31
br.com.fastshop.ecommerce.beta;FAST SHOP;4.2;5602;1000000;2020-08-06
br.com.kplay.evgrupohinode;HINODE CONSULTORA;4.2;49;100000;2020-07-23
br.com.leroymerlin;LEROY MERLIN;4.1;2332;500000;2020-01-29
br.com.lojasrenner;LOJAS RENNER;4.6;90486;10000000;2020-07-24
com.mobly;MOBLY;2.7;8162;1000000;2020-08-03
net.natura.semprepresente;NATURA;4.5;88167;5000000;2020-08-03
net.natura.cn;NATURA CONSULTORA;4.4;161795;1000000;2020-07-30
br.com.netshoes.app;NETSHOES;3.9;302306;10000000;2020-08-03
com.schibsted.bomnegocio.androidApp;OLX;4.4;1363341;50000000;2020-08-07
br.com.riachuelo.app;RIACHUELO;3.6;4518;1000000;2020-08-05
br.com.ricardoeletro;RICARDO ELETRO;2.4;812;500000;2020-06-15
br.com.arezzo.schutz;SCHUTZ;4.7;482;100000;2020-07-17
com.cvc.subviagens;SUBMARINO VIAGENS;3.2;816;100000;2020-07-22
com.conductor.tokstok.card;TOKPAY;2.8;117;10000;2020-07-22
com.ubercab.driver;UBER DRIVER;4.0;2021398;50000000;2020-08-03
unimedbh.UnimedBH;UNIMED BH;4.6;4881;100000;2020-07-25
br.coop.unimed.cliente;UNIMED COOP;2.3;2488;500000;2020-07-29
br.com.UnimedRio.Associado;UNIMED RIO;3.2;1222;100000;2020-01-10
tellerina.com.br.vivara;VIVARA;3.0;659;100000;2020-01-13
com.contextlogic.wish;WISH;4.3;10043803;100000000;2020-08-06
com.inditex.zara;ZARA;4.0;158734;10000000;2020-08-07
br.com.zattini;ZATTINI;3.6;43437;5000000;2020-08-03
com.zoom.zoomandroid;ZOOM;4.4;128472;10000000;2020-08-05
br.com.intermedium;INTER;4.5;362751;10000000;2020-07-27
com.nu.production;NUBANK;4.5;413742;10000000;2020-08-03
br.com.neon;NEON;4.4;191136;10000000;2020-07-30
br.com.bradesco.next;NEXT;4.3;162015;5000000;2020-07-18
br.com.uol.ps.myaccount;PAGSEGURO;4.7;725486;10000000;2020-08-07
br.com.bancopan.cartoes;PAN;3.4;52817;1000000;2020-07-14
br.com.original.bank;ORIGINAL;3.8;77532;5000000;2020-08-03
com.bs2.mobilebanking.hub.conta.digital;BS2;4.6;17553;1000000;2020-08-07
goova.sofisa.client.v2;SOFISA;4.3;9381;500000;2020-06-09
com.c6bank.app;C6 BANK;4.2;68106;1000000;2020-08-06
com.mercadolibre;MERCADO LIVRE;4.8;9321199;100000000;2020-08-07
com.amazon.mShop.android.shopping;AMAZON SHOPPING;4.1;1463746;100000000;2020-07-27
com.amazon.avod.thirdpartyclient;AMAZON PRIME;4.4;1906192;100000000;2020-08-03
br.com.bb.android;BANCO DO BRASIL;4.6;2506644;50000000;2020-08-06
com.itau;ITAU;4.4;1488992;10000000;2020-07-29
com.santander.app;SANTANDER;4.3;1334668;10000000;2020-08-03
com.bradesco;BRADESCO;4.4;1619897;50000000;2020-07-21
br.com.gabba.Caixa;CAIXA ECONOMICA FEDERAL;4.2;1675786;50000000;2020-06-25
com.b2w.americanas;AMERICANAS;4.2;419462;50000000;2020-08-02
com.b2w.submarino;SUBMARINO;4.0;91321;10000000;2020-08-04
com.b2w.shoptime;SHOPTIME;4.4;102371;10000000;2020-08-04
com.luizalabs.mlapp;MAGAZINE LUIZA;4.3;420046;50000000;2020-07-23
com.novapontocom.casasbahia;CASAS BAHIA;3.8;136032;10000000;2020-08-07
com.br.GeraTech.Genial;GENIAL;4.5;1194;50000;2020-07-16
